Component 1,Component 2
0.89871134663096419,1.0334903978113346
0.39619629685800278,-0.6088820032477722
-0.39046618778045472,0.90972146199958315
0.89871134663096419,1.0334903978113346
-0.95378898620104224,-0.66592650429762934
0.5299762991967889,1.2451779678055714
1.1623981439399114,0.58535782284240001
0.1997223741001915,1.1204180165631468
-0.031470665806795729,-0.26286059500211395
-0.35433085514016682,1.3385355933550658
-0.5243204158621263,-0.6224474493572103
-1.0511277980263578,-0.51703620450609666
-0.45982410861022399,-0.47725442881625402
-0.58544380662961393,0.083876414867896903
0.69567911342522026,0.28397941542021915
0.89871134663096419,1.0334903978113346
-0.21176705720003133,1.2425911482266327
0.16358704145990366,0.69160388520766392
-0.46886790833481085,-0.82550326549408393
0.82532555381490091,0.34677691397409016
-0.94555445613876044,1.427373250743315
0.97604492301578105,0.89132204159189521
1.3392155784286772,0.40010761280528073
0.57512232651007178,-0.15468635982603518
-0.050012026540353638,1.1102744358979646
-0.53014989552253755,-0.31168550556469488
-0.58149602306086012,-0.74500542518878743
-0.53723777341258128,-0.46370550567490609
-0.2870345461077522,0.037757768125219228
-0.18452121012390443,1.129884816285827
-0.25296530094456049,1.8135736358015553
-0.046064242971599889,0.28139259584128051
1.2173033168002441,-0.17290435764704329
0.0097275779377334406,-0.83384308257703632
0.7891902211746129,-0.08203721738139276
-0.071553782015837314,0.1372071136990875
-0.34635519958511912,-0.19060865368021079
-0.13554860835070193,1.271337570880914
-1.3903454344300019,-0.86142555934825971
0.083113370753796711,-0.14712959873979164
0.77815455971581571,0.59482462256508029
0.66349156435368617,-0.97371655599194784
-0.14493957483190059,-0.54950637013815717
0.42440295730919153,-0.69923148744384023
1.7115085415688593,0.32102869191412287
0.63536386270403433,0.56944311049882634
-1.1909686547769425,1.8530952634049251
0.47352987324281975,-0.75105035946721166
-0.96087686409108586,-0.81794650440784056
-1.3312608887626733,1.5056691156377642
1.1484457472715093,1.0436339784765167
0.777039432180328,0.76573940143880148
1.0438663238105652,1.298508666636762
-0.32578375169095708,-0.98818450233905963
1.0850645675550945,0.7275261790618397
1.6301482228137516,-0.16073129410445949
0.73292957360099575,0.54187876790198086
0.5861579879688692,-0.83154819977250838
-0.18828827673087983,0.85408068976535034
0.078050459649555384,0.85266702019061336
-0.28910063358484839,1.3847595044460723
1.3392155784286772,0.40010761280528073
1.0890123511238481,-0.10135566099484453
0.42045517374043773,0.12965035261284399
0.61125765915035968,0.27412777152944767
-0.4759226811732627,1.1994040300606243
0.5861579879688692,-0.83154819977250838
0.16247191392441604,0.86251866408138478
1.169486021829955,0.73737782295261123
0.19841275313685214,0.26195470798686393
-0.42660152042074251,0.48090733064410041
1.4487367038850283,1.5156352279980081
1.1478653075529346,-1.6884996815409721
0.21984768903352092,0.067687899924290404
0.57117454294131809,0.67419548023064901
1.1734338053987088,-0.091504017104073049
-0.17168394099098974,0.84252343952543152
1.0921524454451381,0.87954617917205069
0.35354873257077007,0.46893768868292773
1.2769770601257022,1.2773462559041087
0.62229332060915699,-0.40273406841702553
-0.56390205115413017,1.056943737066774
0.38516063539920536,0.067979836698701043
-0.34141349758971185,1.1797936496727619
-0.10768911465612516,-0.2916070176563953
-1.3903454344300019,-0.86142555934825971
3.0210989274542013,-0.54528432522869263
-0.29424250349062664,0.93174594108177144
0.23961099688138132,-0.3090277795880586
-0.96087686409108586,-0.81794650440784056
-0.067605998447083579,-0.69167472635759686
-0.28917959238638535,-0.068050677848633723
-0.61457134979739825,-0.32153714945546641
1.1211999001953821,1.1563403104173224
-0.14888735840065434,0.27937546991852713
0.45854642821526864,0.75469332053594551
0.0057797943689797014,-0.0049612425203520811
-0.064465904125793672,0.28922711380929861
0.65954378078493248,-0.1448347159352637
-0.75525232202987291,-1.0316635572794788
1.1734338053987088,-0.091504017104073049
0.16753482502865738,-0.13727795484902017
0.82532555381490091,0.34677691397409016
0.95450316754029751,-0.081745280606982051
1.1734338053987088,-0.091504017104073049
0.1997223741001915,1.1204180165631468
1.926491395858517,1.1401517954737157
-1.2750002411890562,0.88175313035439074
0.090201248643840368,0.0048904013704193982
-0.33432561969966823,1.3318136497829729
3.3336522861162967,1.3197542723551503
0.32798023472499571,-1.1280579757539713
0.493840966556501,0.81636383645008859
1.3352677948599234,1.2289894528619649
-0.80306961700016188,-0.12138137667982435
-0.93130859983828573,0.7810343461979683
0.016815455827777097,-0.68182308246682533
0.36550414713015988,1.6120296464725006
0.8142898923561035,1.0236387539205629
0.2932334818495842,0.75440138376153498
0.76906490624128354,0.97069289925746371
1.864252877555542,2.0173904385725439
1.4055134933546967,0.93480109653231436
-0.14493957483190059,-0.54950637013815717
-0.26407992120489487,1.0376252934533221
-0.050012026540353638,1.1102744358979646
1.1985334765801992,1.0141719541978826
-0.46891489170075928,1.2228045970927437
-0.071553782015837314,0.1372071136990875
0.89759621909547649,1.2044051766850554
-0.28917959238638535,-0.068050677848633723
-0.13443348081521433,1.100422792007193
0.28108269285529919,1.6021780025817289
0.29211835431409661,0.92531616263525607
-0.72259707591005817,2.0415428564842459
1.2829549308550598,1.0240235980886543
0.75193976099883764,-0.33993656986315463
-0.14493957483190059,-0.54950637013815717
-0.54735734563025873,-0.36456045383009683
-0.4197409924011824,-0.87732213751745536
1.0539870256442463,-0.12482713442466184
0.32825368695438439,1.3541302939907385
0.69567911342522026,0.28397941542021915
0.65842865324944488,0.026080062938457146
0.0018320108002259714,0.82392059753633207
0.16358704145990366,0.69160388520766392
0.32936881448987204,1.1832155151170176
1.551699518893447,0.15235184098870092
0.75744880506391143,-1.0845789208135521
-0.71067363678625672,-0.31648323060771527
-0.72565708181380784,1.1892604493954422
-0.34954182647351978,2.2657208798168011
1.2780921876611899,1.1064314770303878
-0.26407992120489487,1.0376252934533221
0.0057797943689797014,-0.0049612425203520811
0.40670239087468907,1.041047158897578
0.0057797943689797014,-0.0049612425203520811
0.14968049854144652,0.42576292747156763
0.17156156739894807,0.48665038738900174
-0.92048630959402056,0.42085468824081668
0.57512232651007178,-0.15468635982603518
0.17156156739894807,0.48665038738900174
0.47897305615526475,1.8986754216085437
-0.14026296047562564,1.4111847357997085
-0.4680271140357552,-0.45835965005274404
0.25459444190893243,-1.8147714595912161
-0.62157913926990171,-0.34493771648758592
0.74090409954004022,0.33692527008331863
1.0156265583077848,-0.78806914483208923
0.32936881448987204,1.1832155151170176
-0.30715986104108162,1.0904878847640755
-0.48895165177800842,-0.88266799313961741
0.65954378078493248,-0.1448347159352637
0.30782705901438834,0.21014819291814063
0.037967343440513814,1.2527347288918149
1.6663625142555762,1.7208930195457295
-0.12339781935641697,0.42356095206072009
0.96553882899909493,-0.75860712055345525
1.1234250348915558,1.3907681894692669
-0.26588265849501547,1.9723155794838594
-1.2016144483729929,1.5684666141916352
-0.067605998447083579,-0.69167472635759686
0.75193976099883764,-0.33993656986315463
0.7891902211746129,-0.08203721738139276
1.5528146464289345,-0.018562937885019934
-0.89255398237926387,0.86856359835980923
-1.3903454344300019,-0.86142555934825971
-0.83155085929674255,-1.1890294130118517
0.24494736021501134,1.173363871226246
-0.7296838241840985,0.56533210715742022
1.828117544915254,1.5885763072170613
0.8614608864551887,0.77559104532957301
